Name-additional,yearID,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
castrha01,2023,Harold Castro,29,COL,2,2,0,2,9,527.00%,14.00%,-35.00%,0,11980.00%,573.00%,-100.00%,-10.00%,0,0,0.00%,-1,0.465,0.5,"$1,300,000 ",Free Agency
castrmi01,2023,Miguel Castro,28,ARI,64.2,75,0,32,4.45,483.00%,23.00%,-32.00%,0.09,9980.00%,436.00%,-100.00%,-10.00%,1.31,-0.2,40.00%,6,0.499,0.5,"$3,500,000 ",Free Agency
castrwi01,2023,Willi Castro,26,MIN,2.1,3,0,3,11.57,439.00%,23.00%,-29.00%,0,9730.00%,376.00%,-200.00%,-20.00%,0,0.1,-10.00%,-2,0.434,0.499,"$1,800,000 ",Free Agency
ceasedy01,2023,Dylan Cease,27,CHW,177,33,33,98,4.98,473.00%,-27.00%,22.00%,0,10550.00%,550.00%,800.00%,80.00%,,-0.1,240.00%,27,0.526,0.505,"$5,700,000 ",Traded
ceccosl01,2023,Slade Cecconi,24,ARI,27,7,4,13,4.33,473.00%,27.00%,4.00%,0,10290.00%,463.00%,100.00%,10.00%,0.45,0,30.00%,4,0.514,0.501,,Amateur Draft
cessalu01,2023,Luis Cessa,31,CIN,26,7,6,26,9,480.00%,-23.00%,20.00%,0,10060.00%,527.00%,-1100.00%,-100.00%,0,0,-70.00%,-8,0.364,0.494,"$2,650,000 ",Traded
chafian01,2023,Andrew Chafin*,33,2TM,51.1,63,0,30,5.26,472.00%,28.00%,-31.00%,0.22,9850.00%,428.00%,-500.00%,-50.00%,1.36,-0.2,-20.00%,-1,0.491,0.499,"$5,500,000 ",Free Agency
chapmar01,2023,Aroldis Chapman*,35,2TM,58.1,61,0,24,3.7,473.00%,4.00%,-32.00%,0.39,10200.00%,486.00%,700.00%,70.00%,1.63,0.1,130.00%,13,0.511,0.502,"$3,750,000 ",Free Agency
chargjt01,2023,JT Chargois,32,MIA,42.1,46,5,17,3.61,470.00%,-4.00%,-28.00%,0,10340.00%,462.00%,500.00%,50.00%,1.04,-0.1,80.00%,9,0.511,0.503,"$850,000 ",Traded
chaveje01,2023,Jesse Chavez,39,ATL,34.2,36,1,10,2.6,492.00%,16.00%,-29.00%,0.33,10020.00%,481.00%,900.00%,90.00%,1.52,0.1,130.00%,12,0.525,0.505,"$1,200,000 ",Traded
chiriyo01,2023,Yonny Chirinos,29,2TM,85,20,9,53,5.61,454.00%,18.00%,8.00%,0,9670.00%,429.00%,-1300.00%,-110.00%,0.65,-0.1,-40.00%,-4,0.445,0.498,"$1,275,000 ",Waivers
cimbead01,2023,Adam Cimber,32,TOR,20.2,22,0,18,7.84,490.00%,67.00%,-33.00%,0.27,9990.00%,417.00%,-900.00%,-90.00%,0.89,0,-70.00%,-6,0.461,0.495,"$3,150,000 ",Traded
cisnejo01,2023,José Cisnero,34,DET,59.1,63,0,39,5.92,475.00%,13.00%,-32.00%,0.48,10360.00%,495.00%,-700.00%,-70.00%,1.19,-0.2,-40.00%,-1,0.489,0.496,"$2,287,500 ",Free Agency
civalaa01,2023,Aaron Civale,28,2TM,122.1,23,23,47,3.46,459.00%,16.00%,21.00%,0,9650.00%,448.00%,1200.00%,150.00%,,-0.1,250.00%,26,0.564,0.506,"$2,600,000 ",Amateur Draft
clarkta01,2023,Taylor Clarke,30,KCR,59,58,2,42,6.41,461.00%,-17.00%,-31.00%,0.1,10220.00%,468.00%,-1200.00%,-120.00%,1.17,-0.2,-90.00%,-6,0.479,0.493,"$1,150,000 ",Free Agency
claseem01,2023,Emmanuel Clase,25,CLE,72.2,75,0,37,4.58,464.00%,17.00%,-31.00%,0.7,9680.00%,470.00%,0.00%,0.00%,1.97,-0.2,60.00%,8,0.5,0.5,"$1,900,000 ",Traded
claudal01,2023,Alex Claudio*,31,MIL,0.1,1,0,0,0,381.00%,130.00%,-24.00%,0,9600.00%,219.00%,0.00%,0.00%,0.51,0,0.00%,0,0.508,0.5,"$100,000 ",Free Agency
cleavga01,2023,Garrett Cleavinger*,29,TBR,12,15,0,5,3.75,445.00%,12.00%,-30.00%,0.93,9740.00%,484.00%,100.00%,10.00%,1.59,0,30.00%,3,0.509,0.501,"$725,100 ",Traded
clemeko01,2023,Kody Clemens,27,PHI,2.2,4,0,1,3.38,539.00%,-31.00%,-35.00%,0,9710.00%,519.00%,100.00%,10.00%,0,0,10.00%,1,0.514,0.5,,Traded
clemeer01,2023,Ernie Clement,27,TOR,1,1,0,1,9,415.00%,116.00%,-28.00%,0,10400.00%,282.00%,-100.00%,-10.00%,0,0,0.00%,-1,0.433,0.5,,Free Agency
clevimi01,2023,Mike Clevinger,32,CHW,131.1,24,24,56,3.84,456.00%,-29.00%,21.00%,0,10460.00%,530.00%,2000.00%,210.00%,,-0.1,330.00%,34,0.589,0.513,"$8,000,000 ",Free Agency
cobbal01,2023,Alex Cobb,35,SFG,151.1,28,28,69,4.1,468.00%,-8.00%,21.00%,0,9630.00%,478.00%,1200.00%,120.00%,,-0.1,250.00%,26,0.544,0.508,"$9,000,000 ",Free Agency
colege01,2023,Gerrit Cole,32,NYY,209,33,33,64,2.76,483.00%,12.00%,22.00%,0,10150.00%,500.00%,5000.00%,560.00%,,-0.1,740.00%,72,0.669,0.535,"$36,000,000 ",Free Agency
colemdy01,2023,Dylan Coleman,26,KCR,18.1,23,1,19,9.33,481.00%,-16.00%,-32.00%,0,10430.00%,486.00%,-900.00%,-90.00%,0.98,0,-80.00%,-7,0.46,0.494,"$731,750 ",Traded
colomal01,2023,Alex Colomé,34,CHW,3,4,0,4,12,470.00%,-32.00%,-31.00%,1.88,10800.00%,712.00%,-200.00%,-20.00%,1.59,-0.1,-20.00%,-1,0.459,0.499,,Traded
contrro01,2023,Roansy Contreras,23,PIT,68.1,19,11,50,6.59,491.00%,5.00%,12.00%,0,10040.00%,500.00%,-1200.00%,-110.00%,0.57,0,-50.00%,-5,0.44,0.493,"$725,000 ",Traded
coonrsa01,2023,Sam Coonrod,30,NYM,6.2,10,0,7,9.45,517.00%,-9.00%,-34.00%,0,9490.00%,466.00%,-400.00%,-30.00%,0.73,0,-30.00%,-3,0.465,0.498,,Waivers
corbipa01,2023,Patrick Corbin*,33,WSN,180,32,32,113,5.65,475.00%,-20.00%,22.00%,0,9700.00%,502.00%,-1200.00%,-120.00%,,-0.1,40.00%,5,0.463,0.493,"$24,416,667 ",Free Agency
cordeji01,2023,Jimmy Cordero,31,NYY,32.2,31,1,14,3.86,486.00%,12.00%,-32.00%,0,10040.00%,443.00%,200.00%,20.00%,1.27,-0.1,40.00%,5,0.506,0.501,"$720,000 ",Free Agency
cortene01,2023,Nestor Cortes*,28,NYY,63.1,12,12,36,5.12,502.00%,13.00%,23.00%,0,10000.00%,511.00%,-100.00%,-10.00%,,0,50.00%,6,0.493,0.5,"$3,200,000 ",Free Agency
cosgrto01,2023,Tom Cosgrove*,27,SDP,51.1,54,0,12,2.1,464.00%,32.00%,-31.00%,0.22,9560.00%,405.00%,1100.00%,110.00%,0.91,-0.2,140.00%,16,0.521,0.507,,Amateur Draft
couloda01,2023,Danny Coulombe*,33,BAL,51.1,61,0,17,2.98,468.00%,15.00%,-31.00%,0,9650.00%,407.00%,600.00%,60.00%,1.78,0.1,120.00%,11,0.509,0.504,"$1,000,000 ",Purchased
cousija01,2023,Jake Cousins,28,MIL,9.1,9,0,5,4.82,459.00%,46.00%,-30.00%,0,10280.00%,394.00%,-100.00%,-10.00%,0.35,0,0.00%,0,0.49,0.499,,Free Agency
coveydy01,2023,Dylan Covey,31,2TM,43,29,1,22,4.6,491.00%,-17.00%,-20.00%,0.26,9700.00%,499.00%,200.00%,20.00%,0.54,-0.1,50.00%,6,0.507,0.501,,Free Agency
coxau01,2023,Austin Cox*,26,KCR,35.2,24,3,20,5.05,480.00%,-16.00%,-16.00%,0,10160.00%,488.00%,-100.00%,-10.00%,1.13,-0.1,20.00%,3,0.495,0.499,,Free Agency
crawfbr01,2023,Brandon Crawford,36,SFG,1,1,0,0,0,500.00%,-11.00%,-33.00%,0,9200.00%,439.00%,0.00%,10.00%,0,0,0.00%,1,0.551,0.5,"$16,000,000 ",Amateur Draft
crawfku01,2023,Kutter Crawford,27,BOS,129.1,31,23,59,4.11,468.00%,-11.00%,13.00%,0,10530.00%,518.00%,1400.00%,150.00%,0.9,-0.1,260.00%,28,0.547,0.509,"$730,000 ",Amateur Draft
crismna01,2023,Nabil Crismatt,28,2TM,13,8,0,13,9,513.00%,41.00%,-34.00%,0.43,9050.00%,439.00%,-700.00%,-60.00%,0.91,0,-50.00%,-5,0.424,0.496,"$750,000 ",Free Agency
criswco01,2023,Cooper Criswell,26,TBR,33,10,0,23,6.27,468.00%,17.00%,-11.00%,0,9960.00%,438.00%,-700.00%,-70.00%,0.9,0,-40.00%,-4,0.429,0.496,,Waivers
crochga01,2023,Garrett Crochet*,24,CHW,12.2,13,0,6,4.26,462.00%,-30.00%,-31.00%,0.45,10500.00%,531.00%,100.00%,10.00%,0.94,0,20.00%,3,0.51,0.501,,Amateur Draft
cronide01,2023,Declan Cronin,25,CHW,11,9,0,12,9.82,460.00%,-31.00%,-31.00%,0.51,10990.00%,562.00%,-500.00%,-50.00%,0.83,0,-40.00%,-4,0.443,0.497,,Amateur Draft
crowewi01,2023,Wil Crowe,28,PIT,9.2,5,0,6,5.59,427.00%,4.00%,-28.00%,0.58,10730.00%,486.00%,-100.00%,-10.00%,1.09,0,0.00%,0,0.485,0.5,"$745,000 ",Traded
cruzfe01,2023,Fernando Cruz,33,CIN,66,58,2,39,5.32,482.00%,-13.00%,-29.00%,0.17,10350.00%,499.00%,-200.00%,-20.00%,1.06,-0.2,20.00%,4,0.496,0.499,"$720,000 ",Free Agency
cruzst01,2023,Steven Cruz,24,KCR,12.2,10,4,7,4.97,422.00%,-16.00%,-28.00%,0,10480.00%,430.00%,-100.00%,-10.00%,0.18,0,0.00%,0,0.489,0.499,,Traded
cuasjo01,2023,José Cuas,29,2TM,65.1,72,2,30,4.13,474.00%,-2.00%,-30.00%,0.09,10350.00%,470.00%,400.00%,40.00%,1.13,-0.1,90.00%,10,0.505,0.501,"$726,000 ",Traded
cuetojo01,2023,Johnny Cueto,37,MIA,52.1,13,10,36,6.19,481.00%,-5.00%,15.00%,0,10140.00%,508.00%,-600.00%,-60.00%,0.09,0,-10.00%,-1,0.453,0.496,"$6,000,000 ",Free Agency
curryxz01,2023,Xzavion Curry,24,CLE,95,41,9,47,4.45,468.00%,18.00%,-9.00%,0.12,9680.00%,438.00%,-200.00%,-20.00%,0.58,-0.1,60.00%,8,0.495,0.499,"$720,100 ",Amateur Draft
curtijo02,2023,John Curtiss,30,NYM,19.2,15,0,10,4.58,459.00%,-9.00%,-30.00%,0,9510.00%,416.00%,-100.00%,-10.00%,0.92,-0.1,10.00%,1,0.494,0.499,"$775,000 ",Free Agency
cyrty01,2023,Tyler Cyr,30,LAD,1.2,2,0,0,0,457.00%,37.00%,-30.00%,0,9800.00%,382.00%,100.00%,10.00%,0.15,0,10.00%,1,0.537,0.5,,Free Agency
danieda01,2023,Davis Daniel,26,LAA,12.1,3,0,3,2.19,426.00%,-8.00%,-12.00%,0,10480.00%,443.00%,300.00%,30.00%,1.57,0,50.00%,4,0.606,0.502,,Amateur Draft
danneha01,2023,Hagen Danner,24,TOR,0.1,1,0,0,0,518.00%,46.00%,-35.00%,0,9800.00%,429.00%,0.00%,0.00%,0.06,0,0.00%,0,0.516,0.5,,Amateur Draft
darviyu01,2023,Yu Darvish,36,SDP,136.1,24,24,71,4.69,485.00%,34.00%,23.00%,0,9170.00%,434.00%,-500.00%,-50.00%,,-0.1,70.00%,8,0.479,0.497,"$25,000,000 ",Traded
davidtu01,2023,Tucker Davidson*,27,2TM,51.1,38,1,37,6.49,451.00%,-13.00%,-29.00%,0.11,10390.00%,464.00%,-1100.00%,-110.00%,0.67,0.2,-50.00%,-6,0.471,0.497,"$740,000 ",Purchased
davieza02,2023,Zach Davies,30,ARI,82.1,18,18,67,7.32,482.00%,27.00%,22.00%,0,9790.00%,468.00%,-2400.00%,-220.00%,,-0.1,-140.00%,-16,0.38,0.487,"$5,000,000 ",Free Agency
davisno01,2023,Noah Davis,26,COL,30,8,6,30,9,493.00%,10.00%,14.00%,0,11250.00%,559.00%,-1100.00%,-100.00%,0.05,0,-70.00%,-8,0.373,0.494,,Traded
dejesen01,2023,Enmanuel De Jesus*,26,MIA,6.1,2,0,8,11.37,512.00%,-6.00%,-34.00%,0,9410.00%,455.00%,-500.00%,-40.00%,0.12,0.2,-20.00%,-4,0.304,0.498,,Free Agency
dejonch01,2023,Chase De Jong,29,PIT,11.1,6,0,17,13.5,415.00%,6.00%,-27.00%,0,10290.00%,393.00%,-1200.00%,-100.00%,0.39,0.3,-60.00%,-11,0.33,0.494,"$820,000 ",Free Agency
deleojo03,2023,José De León,30,MIN,17.1,12,1,10,5.19,480.00%,16.00%,-26.00%,0,9970.00%,437.00%,-200.00%,-20.00%,0.57,0,0.00%,0,0.485,0.499,,Free Agency
delosen01,2023,Enyel De Los Santos,27,CLE,65.2,70,0,26,3.56,473.00%,15.00%,-32.00%,0.26,9670.00%,437.00%,500.00%,50.00%,1.36,-0.1,110.00%,12,0.508,0.503,"$750,000 ",Free Agency
delosye01,2023,Yerry De Los Santos,25,PIT,24.1,22,0,10,3.7,476.00%,4.00%,-31.00%,0.23,10030.00%,465.00%,300.00%,30.00%,1.01,-0.1,40.00%,5,0.512,0.502,,Free Agency
degroja01,2023,Jacob deGrom,35,TEX,30.1,6,6,11,3.26,457.00%,19.00%,21.00%,0,10780.00%,495.00%,500.00%,60.00%,,0,80.00%,9,0.596,0.504,"$30,000,000 ",Free Agency
dermoma01,2023,Matt Dermody*,32,BOS,4,1,1,3,6.75,411.00%,-14.00%,19.00%,0,9400.00%,417.00%,-100.00%,-10.00%,,0,-10.00%,-1,0.389,0.499,,Free Agency
desclan01,2023,Anthony DeSclafani,33,SFG,99.2,19,18,59,5.33,460.00%,-8.00%,21.00%,0,9550.00%,467.00%,-700.00%,-70.00%,1.73,-0.1,20.00%,3,0.464,0.496,"$12,000,000 ",Free Agency
detmere01,2023,Reid Detmers*,23,LAA,148.2,28,28,81,4.9,501.00%,-8.00%,23.00%,0,10370.00%,552.00%,800.00%,90.00%,,-0.1,220.00%,24,0.531,0.505,"$740,000 ",Amateur Draft
devench02,2023,Chris Devenski,32,2TM,42.1,38,0,24,5.1,485.00%,-4.00%,-32.00%,0.4,10210.00%,506.00%,-100.00%,-10.00%,1.83,-0.1,20.00%,4,0.498,0.499,"$720,000 ",Free Agency
diazal03,2023,Alexis Díaz,26,CIN,67.1,71,0,30,4.01,478.00%,-13.00%,-31.00%,0.34,10390.00%,512.00%,800.00%,90.00%,2.09,0.3,180.00%,15,0.512,0.505,"$730,000 ",Amateur Draft
diazjh01,2023,Jhonathan Díaz*,26,LAA,7,4,1,11,14.14,474.00%,-13.00%,-19.00%,0,9950.00%,465.00%,-700.00%,-70.00%,0.35,0.1,-40.00%,-7,0.337,0.496,,Free Agency
diazmi02,2023,Miguel Díaz,28,DET,14,12,3,1,0.64,430.00%,11.00%,-26.00%,0,10290.00%,404.00%,500.00%,50.00%,0.8,-0.1,60.00%,7,0.545,0.503,,Free Agency
diekmja01,2023,Jake Diekman*,36,2TM,56.2,63,0,29,4.61,475.00%,4.00%,-32.00%,0.1,9830.00%,443.00%,-200.00%,-10.00%,0.84,-0.2,20.00%,4,0.498,0.502,"$3,500,000 ",Traded
dixonbr01,2023,Brandon Dixon,31,SDP,1,1,0,0,0,463.00%,34.00%,-31.00%,0,8600.00%,342.00%,0.00%,0.00%,0,0,0.00%,0,0.54,0.5,,Free Agency
dodddy01,2023,Dylan Dodd*,25,ATL,34.1,7,7,29,7.6,461.00%,24.00%,21.00%,0,10240.00%,469.00%,-1100.00%,-100.00%,,0,-70.00%,-8,0.361,0.494,,Amateur Draft
dominse01,2023,Seranthony Domínguez,28,PHI,50,57,0,25,4.5,468.00%,-22.00%,-31.00%,0.11,9790.00%,460.00%,100.00%,10.00%,1.39,-0.1,40.00%,5,0.501,0.5,"$2,500,000 ",Amateur Free Agent
donaljo02,2023,Josh Donaldson,37,NYY,1,1,0,0,0,457.00%,14.00%,-31.00%,0,9800.00%,405.00%,0.00%,0.00%,0,0,0.00%,1,0.546,0.5,"$21,750,000 ",Traded
dovalca01,2023,Camilo Doval,25,SFG,67.2,69,0,32,4.26,473.00%,-6.00%,-31.00%,0.75,9740.00%,510.00%,600.00%,70.00%,2.17,0.2,150.00%,13,0.51,0.504,"$735,000 ",Amateur Free Agent
doyleto01,2023,Tommy Doyle,27,COL,23.2,15,0,18,6.85,485.00%,9.00%,-32.00%,0,12030.00%,534.00%,-400.00%,-40.00%,1.1,-0.1,-20.00%,-2,0.474,0.498,,Amateur Draft
duartda01,2023,Daniel Duarte,26,CIN,31.2,31,0,14,3.98,478.00%,-16.00%,-31.00%,0.18,10270.00%,493.00%,300.00%,30.00%,1,-0.1,60.00%,6,0.511,0.502,,Free Agency
dubinsh01,2023,Shawn Dubin,27,HOU,9,3,1,7,7,519.00%,17.00%,-9.00%,0,10120.00%,499.00%,-200.00%,-20.00%,0.22,0,-10.00%,-1,0.432,0.499,,Amateur Draft
duffety01,2023,Tyler Duffey,32,CHC,2,1,0,1,4.5,463.00%,18.00%,-31.00%,0,9600.00%,397.00%,0.00%,0.00%,0.37,0,0.00%,0,0.489,0.5,"$100,000 ",Free Agency
duffyma01,2023,Matt Duffy,32,KCR,2,2,0,1,4.5,459.00%,-27.00%,-31.00%,0,9520.00%,433.00%,0.00%,0.00%,0,0,0.00%,0,0.497,0.5,"$1,500,000 ",Free Agency
dunnida01,2023,Dane Dunning,28,TEX,172.2,35,26,73,3.81,464.00%,25.00%,15.00%,0,10260.00%,466.00%,1400.00%,150.00%,0.69,-0.2,300.00%,33,0.543,0.509,"$742,840 ",Traded
duranjh01,2023,Jhoan Durán,25,MIN,62.1,59,0,25,3.61,460.00%,13.00%,-31.00%,1,10000.00%,516.00%,1000.00%,100.00%,1.74,0.2,190.00%,17,0.518,0.506,"$720,000 ",Traded
eatonna01,2023,Nate Eaton,26,KCR,1,1,0,0,0,567.00%,-23.00%,-38.00%,0,10800.00%,596.00%,100.00%,10.00%,0,0,0.00%,1,0.57,0.5,"$722,200 ",Amateur Draft
edwarca01,2023,Carl Edwards Jr.,31,WSN,31.2,32,0,14,3.98,476.00%,-19.00%,-31.00%,0.18,10040.00%,483.00%,300.00%,30.00%,1.52,0,60.00%,6,0.51,0.502,"$2,250,000 ",Free Agency
eflinza01,2023,Zach Eflin,29,TBR,177.2,31,31,69,3.5,463.00%,14.00%,21.00%,0,9640.00%,453.00%,1800.00%,190.00%,,-0.1,350.00%,37,0.563,0.512,"$11,000,000 ",Free Agency
elderbr01,2023,Bryce Elder,24,ATL,174.2,31,31,79,4.07,463.00%,18.00%,22.00%,0,10160.00%,474.00%,1300.00%,140.00%,,-0.1,290.00%,30,0.545,0.509,,Amateur Draft
englema01,2023,Mason Englert,23,DET,56,31,1,39,6.27,487.00%,16.00%,-28.00%,0.2,10360.00%,480.00%,-1000.00%,-100.00%,0.99,-0.1,-60.00%,-4,0.468,0.494,,Waivers
eovalna01,2023,Nathan Eovaldi,33,TEX,144,25,25,59,3.69,466.00%,23.00%,21.00%,0,10480.00%,486.00%,1700.00%,180.00%,,-0.1,310.00%,33,0.573,0.511,"$16,000,000 ",Free Agency
erceglu01,2023,Lucas Erceg,28,OAK,55,50,0,33,5.4,487.00%,-43.00%,-32.00%,0,9580.00%,477.00%,-500.00%,-50.00%,1.31,-0.2,-10.00%,1,0.491,0.497,,Purchased
escobed01,2023,Eduardo Escobar,34,LAA,3.2,3,0,2,4.91,489.00%,-12.00%,-33.00%,0,10800.00%,506.00%,0.00%,0.00%,0,0,0.00%,0,0.501,0.5,"$9,500,000 ",Traded
espadjo01,2023,Jose Espada,26,SDP,1,1,0,0,0,457.00%,10.00%,-30.00%,0,8600.00%,359.00%,0.00%,0.00%,0,0,0.00%,0,0.542,0.5,,Free Agency
espinpa01,2023,Paolo Espino,36,WSN,4,3,0,11,24.75,468.00%,-33.00%,-31.00%,0,9800.00%,461.00%,-900.00%,-70.00%,0.13,0.3,-40.00%,-9,0.268,0.496,,Free Agency
estesjo01,2023,Joey Estes,21,OAK,10,2,2,9,8.1,497.00%,-59.00%,23.00%,0,9470.00%,548.00%,-300.00%,-30.00%,,0,-20.00%,-2,0.364,0.498,,Traded
estevca01,2023,Carlos Estévez,30,LAA,62.1,63,0,34,4.91,478.00%,-8.00%,-32.00%,0.45,10430.00%,521.00%,100.00%,10.00%,1.71,-0.1,60.00%,8,0.502,0.501,"$6,750,000 ",Free Agency
estraje01,2023,Jeremiah Estrada,24,CHC,10.2,12,0,8,6.75,512.00%,26.00%,-34.00%,0,9890.00%,448.00%,-300.00%,-30.00%,0.71,0,-20.00%,-2,0.478,0.498,,Amateur Draft
faedoal01,2023,Alex Faedo,27,DET,64.2,15,12,35,4.87,477.00%,13.00%,17.00%,0,10410.00%,500.00%,0.00%,0.00%,0.82,-0.1,60.00%,7,0.501,0.5,,Amateur Draft
fairbpe01,2023,Pete Fairbanks,29,TBR,45.1,49,0,14,2.78,466.00%,11.00%,-31.00%,0.37,9660.00%,446.00%,800.00%,80.00%,1.8,0.2,150.00%,13,0.517,0.505,"$3,666,666 ",Traded
falteba01,2023,Bailey Falter*,26,2TM,80.2,18,14,55,6.14,473.00%,-10.00%,12.00%,0,10040.00%,498.00%,-1000.00%,-100.00%,1.13,-0.1,-30.00%,-2,0.446,0.497,"$733,000 ",Amateur Draft
familje01,2023,Jeurys Familia,33,OAK,12.2,14,0,12,8.53,491.00%,-55.00%,-33.00%,0.45,9380.00%,523.00%,-500.00%,-50.00%,1.3,-0.1,-50.00%,-3,0.466,0.497,"$1,500,000 ",Free Agency
fariaja01,2023,Jake Faria,29,BOS,2,1,0,5,22.5,499.00%,-14.00%,-33.00%,0,10400.00%,499.00%,-400.00%,-30.00%,0.01,0.1,-10.00%,-4,0.217,0.498,,Free Agency
farmebu01,2023,Buck Farmer,32,CIN,75,71,0,36,4.32,468.00%,-15.00%,-31.00%,0.08,10450.00%,480.00%,400.00%,40.00%,1.29,-0.2,100.00%,11,0.506,0.503,"$1,750,000 ",Free Agency
fauchca01,2023,Calvin Faucher,27,TBR,25.2,17,4,20,7.01,463.00%,17.00%,-21.00%,0,9810.00%,417.00%,-800.00%,-80.00%,0.53,0.1,-50.00%,-6,0.451,0.495,"$721,500 ",Traded
felipan01,2023,Angel Felipe,25,OAK,15,14,0,7,4.2,470.00%,-35.00%,-31.00%,0,9870.00%,467.00%,100.00%,10.00%,0.93,0,20.00%,2,0.504,0.5,,Waivers
feltnry01,2023,Ryan Feltner,26,COL,43.1,10,10,29,6.02,493.00%,9.00%,23.00%,0,10650.00%,540.00%,-300.00%,-30.00%,,0,10.00%,1,0.471,0.498,"$722,000 ",Amateur Draft
ferguca01,2023,Caleb Ferguson*,26,LAD,60.1,68,7,30,4.48,463.00%,42.00%,-29.00%,0.19,9930.00%,408.00%,-300.00%,-30.00%,1.53,-0.2,10.00%,3,0.496,0.498,"$1,100,000 ",Amateur Draft
ferrejo01,2023,Jose Ferrer*,23,WSN,34,39,0,19,5.03,462.00%,-18.00%,-30.00%,0,9770.00%,440.00%,-200.00%,-20.00%,1.1,-0.1,0.00%,1,0.494,0.499,,Free Agency
festama01,2023,Matt Festa,30,SEA,9,8,0,4,4,466.00%,7.00%,-31.00%,0,9280.00%,397.00%,0.00%,0.00%,0.45,0,10.00%,1,0.498,0.5,"$725,200 ",Amateur Draft
finneky01,2023,Kyle Finnegan,31,WSN,69.1,67,0,33,4.28,478.00%,-17.00%,-32.00%,0.16,9840.00%,472.00%,400.00%,40.00%,1.88,0,100.00%,10,0.505,0.502,"$2,325,000 ",Free Agency
flaheja01,2023,Jack Flaherty,27,2TM,144.1,29,27,83,5.18,471.00%,3.00%,21.00%,0,9900.00%,485.00%,-500.00%,-50.00%,1.08,-0.1,80.00%,9,0.484,0.5,"$5,400,000 ",Traded
flemijo01,2023,Josh Fleming*,27,TBR,51.2,12,3,29,5.05,471.00%,18.00%,9.00%,0,9540.00%,440.00%,-400.00%,-40.00%,0.9,0,0.00%,1,0.464,0.497,"$727,000 ",Amateur Draft
flexech01,2023,Chris Flexen,28,2TM,102.1,29,16,81,7.12,462.00%,11.00%,9.00%,0,10790.00%,499.00%,-2500.00%,-230.00%,0.12,0.3,-110.00%,-14,0.42,0.492,"$8,000,000 ",Free Agency
florody01,2023,Dylan Floro,32,2TM,56.2,62,0,34,5.4,483.00%,2.00%,-32.00%,0.2,10170.00%,477.00%,-400.00%,-40.00%,1.47,-0.2,-10.00%,2,0.493,0.499,"$4,200,000 ",Traded
foleyja01,2023,Jason Foley,27,DET,69,70,0,21,2.74,466.00%,14.00%,-31.00%,0.08,10320.00%,442.00%,1200.00%,120.00%,1.5,0.2,210.00%,20,0.518,0.508,"$726,200 ",Amateur Free Agent
fordmi01,2023,Mike Ford,30,SEA,2,2,0,4,18,564.00%,18.00%,-38.00%,0,9800.00%,498.00%,-300.00%,-30.00%,0,0.1,-10.00%,-3,0.368,0.498,,Free Agency
francjp01,2023,J.P. France,28,HOU,136.1,24,23,64,4.22,462.00%,18.00%,20.00%,0,9820.00%,456.00%,300.00%,30.00%,3.38,-0.1,150.00%,18,0.515,0.502,,Amateur Draft
francbo01,2023,Bowden Francis,27,TOR,36.1,20,0,7,1.73,499.00%,49.00%,-33.00%,0,9960.00%,415.00%,900.00%,100.00%,0.34,-0.4,90.00%,13,0.549,0.506,,Traded
freelky01,2023,Kyle Freeland*,30,COL,155.2,29,29,96,5.55,483.00%,10.00%,23.00%,0,11490.00%,569.00%,300.00%,30.00%,,-0.1,160.00%,18,0.51,0.502,"$10,500,000 ",Amateur Draft
friaslu01,2023,Luis Frías,25,ARI,31,29,0,14,4.06,470.00%,25.00%,-31.00%,0,10130.00%,418.00%,0.00%,0.00%,0.78,-0.1,30.00%,3,0.502,0.5,,Amateur Free Agent
friedma01,2023,Max Fried*,29,ATL,77.2,14,14,24,2.78,481.00%,16.00%,22.00%,0,9830.00%,479.00%,1700.00%,190.00%,,-0.1,260.00%,25,0.637,0.512,"$13,500,000 ",Traded
fryda01,2023,David Fry,27,CLE,5,2,0,7,12.6,490.00%,29.00%,-33.00%,0,9520.00%,408.00%,-500.00%,-40.00%,0.01,0.2,-20.00%,-4,0.301,0.498,,Traded
fujinsh01,2023,Shintaro Fujinami,29,2TM,79,64,7,65,7.41,474.00%,-26.00%,-21.00%,0.21,9500.00%,474.00%,-2400.00%,-240.00%,1.2,-0.4,-210.00%,-16,0.463,0.492,"$3,250,000 ",Traded
fulmeca01,2023,Carson Fulmer,29,LAA,10,3,1,3,2.7,442.00%,-9.00%,15.00%,0,10430.00%,486.00%,200.00%,20.00%,0.58,0,30.00%,3,0.582,0.502,,Free Agency
fulmemi01,2023,Michael Fulmer,30,CHC,57,58,1,29,4.58,467.00%,22.00%,-31.00%,0,10170.00%,421.00%,-200.00%,-20.00%,1.17,-0.2,20.00%,3,0.496,0.499,"$4,000,000 ",Free Agency
fundeko01,2023,Kody Funderburk*,26,MIN,12,11,0,1,0.75,444.00%,11.00%,-30.00%,0.48,10940.00%,494.00%,500.00%,60.00%,1.56,0.1,80.00%,7,0.552,0.504,,Amateur Draft
